,dc:title,@_fa,link,prism:url,dc:identifier,eid,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,pubmed-id,pii,prism:isbn,year
54,Searches for small-scale anisotropies from neutrino point sources with three years of IceCube data,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84983517813'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84983517813?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84983517813&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84983517813&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0927650515000031'}]",https://api.elsevier.com/content/abstract/scopus_id/84983517813,84983517813,2-s2.0-84983517813,Aartsen M.G.,Astroparticle Physics,09276505,,66,,39-52,2015-06-01,1 June 2015,10.1016/j.astropartphys.2015.01.001,39.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,26764.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,S0927650515000031,,2015
55,Search for prompt neutrino emission from gamma-ray bursts with icecube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84929631191'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84929631191?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929631191&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929631191&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84929631191,84929631191,2-s2.0-84929631191,Aartsen M.G.,Astrophysical Journal Letters,20418205,20418213,805,1,,2015-05-20,20 May 2015,10.1088/2041-8205/805/1/L5,115.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,L5,19900192103.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2015
56,Atmospheric and astrophysical neutrinos above 1 TeV interacting in IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84926352976'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84926352976?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84926352976&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84926352976&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84926352976,84926352976,2-s2.0-84926352976,Aartsen M.G.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,91,2,,2015-01-05,5 January 2015,10.1103/PhysRevD.91.022001,269.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,022001,110157.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2015
57,Flavor ratio of astrophysical neutrinos above 35 TeV in IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84930226137'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84930226137?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930226137&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930226137&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84930226137,84930226137,2-s2.0-84930226137,Aartsen M.G.,Physical Review Letters,00319007,10797114,114,17,,2015-04-28,28 April 2015,10.1103/PhysRevLett.114.171102,173.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,171102,29150.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2015
58,Determining neutrino oscillation parameters from atmospheric muon neutrino disappearance with three years of IceCube DeepCore data,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84929105091'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84929105091?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929105091&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929105091&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84929105091,84929105091,2-s2.0-84929105091,Aartsen M.G.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,91,7,,2015-04-07,7 April 2015,10.1103/PhysRevD.91.072004,117.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,072004,110157.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2015
61,Multipole analysis of IceCube data to search for dark matter accumulated in the Galactic halo: IceCube Collaboration,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84921342681'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84921342681?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921342681&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84921342681&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84921342681,84921342681,2-s2.0-84921342681,Aartsen M.G.,European Physical Journal C,14346044,14346052,75,1,1-16,2015-01-01,2015,10.1140/epjc/s10052-014-3224-5,32.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,20,27545.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,2015
62,Evidence for Astrophysical Muon Neutrinos from the Northern Sky with IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84940657840'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84940657840?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84940657840&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84940657840&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84940657840,84940657840,2-s2.0-84940657840,Aartsen M.G.,Physical Review Letters,00319007,10797114,115,8,,2015-08-20,20 August 2015,10.1103/PhysRevLett.115.081102,256.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,081102,29150.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2015
63,"Erratum: Constraints on Ultrahigh-Energy Cosmic-Ray Sources from a Search for Neutrinos Above 10 PeV with IceCube [Phys. Rev. Lett. 117, 241101 (2016)",True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85076698937'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85076698937?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076698937&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076698937&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85076698937,85076698937,2-s2.0-85076698937,Aartsen M.G.,Physical review letters,,10797114,119,25,259902,2017-12-22,22 December 2017,10.1103/PhysRevLett.119.259902,19.0,,Journal,er,Erratum,,29150.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",29303340.0,,,2017
64,Erratum: Constraints on ultrahigh-energy cosmic-ray sources from a search for neutrinos above 10 PeV with IceCube (Physical Review Letters (2016) 117 (241101) DOI: 10.1103/PhysRevLett.117.241101),True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85039754440'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85039754440?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039754440&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039754440&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85039754440,85039754440,2-s2.0-85039754440,,Physical Review Letters,00319007,10797114,119,25,,2017-12-21,21 December 2017,10.1103/PhysRevLett.119.259902,7.0,,Journal,er,Erratum,259902,29150.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2017
65,Constraints on Ultrahigh-Energy Cosmic-Ray Sources from a Search for Neutrinos above 10 PeV with IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85003691426'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85003691426?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85003691426&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85003691426&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85003691426,85003691426,2-s2.0-85003691426,Aartsen M.G.,Physical Review Letters,00319007,10797114,117,24,,2016-12-07,7 December 2016,10.1103/PhysRevLett.117.241101,118.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,241101,29150.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2016
66,OBSERVATION and CHARACTERIZATION of A COSMIC MUON NEUTRINO FLUX from the NORTHERN HEMISPHERE USING SIX YEARS of ICECUBE DATA,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85006365286'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85006365286?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85006365286&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85006365286&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85006365286,85006365286,2-s2.0-85006365286,Aartsen M.G.,Astrophysical Journal,0004637X,15384357,833,1,,2016-12-10,10 December 2016,10.3847/0004-637X/833/1/3,357.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,3,26765.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2016
67,All-flavour search for neutrinos from dark matter annihilations in the Milky Way with IceCube/DeepCore,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84989864726'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84989864726?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84989864726&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84989864726&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84989864726,84989864726,2-s2.0-84989864726,Aartsen M.G.,European Physical Journal C,14346044,14346052,76,10,,2016-10-01,1 October 2016,10.1140/epjc/s10052-016-4375-3,40.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,531,27545.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,2016
68,Searches for Sterile Neutrinos with the IceCube Detector,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84983490279'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84983490279?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84983490279&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84983490279&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84983490279,84983490279,2-s2.0-84983490279,Aartsen M.G.,Physical Review Letters,00319007,10797114,117,7,,2016-08-08,8 August 2016,10.1103/PhysRevLett.117.071801,205.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,071801,29150.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2016
69,ANISOTROPY in COSMIC-RAY ARRIVAL DIRECTIONS in the SOUTHERN HEMISPHERE BASED on SIX YEARS of DATA from the ICECUBE DETECTOR,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84982224440'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84982224440?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84982224440&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84982224440&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84982224440,84982224440,2-s2.0-84982224440,Aartsen M.G.,Astrophysical Journal,0004637X,15384357,826,2,,2016-08-01,1 August 2016,10.3847/0004-637X/826/2/220,66.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,220,26765.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2016
70,Neutrino oscillation studies with IceCube-DeepCore,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84961990501'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84961990501?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961990501&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84961990501&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0550321316300141'}]",https://api.elsevier.com/content/abstract/scopus_id/84961990501,84961990501,2-s2.0-84961990501,Aartsen M.G.,Nuclear Physics B,05503213,,908,,161-177,2016-01-31,31 January 2016,10.1016/j.nuclphysb.2016.03.028,18.0,"[{'@_fa': 'true', 'affilname': 'The University of Adelaide', 'affiliation-city': 'Adelaide', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,29086.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,S0550321316300141,,2016
